title,region,edition,xboxid,pubid,gameid,discid,regionid
Club Football: Juventus,Europe,Original,CM02801E,CM,028,01,E
Club Football: Leeds United,Europe,Original,CM02901E,CM,029,01,E
Club Football: Liverpool FC,UK,Original,CM03001E,CM,030,01,E
Club Football: Liverpool FC,Europe,Original,CM03101E,CM,031,01,E
Club Football: Manchester United,Europe,Original,CM03202E,CM,032,02,E
Club Football: Rangers FC,Europe,Original,CM03301E,CM,033,01,E
Club Football: Real Madrid,Europe,Original,CM03401E,CM,034,01,E
Club Football: Hamburger SV,Germany,Original,CM03501E,CM,035,01,E
IndyCar Series 2005,USA,Original,CM03602A,CM,036,02,A
IndyCar Series 2005,Europe,Original,CM03603E,CM,036,03,E
England International Football: 2004 Edition,Europe,Original,CM04001E,CM,040,01,E
MTV Music Generator 3,Europe,Original,CM04101E,CM,041,01,E
MTV Music Generator 3: This Is the Remix,USA,Original,CM04102A,CM,041,02,A
World Championship Snooker 2004,Europe,Original,CM04201E,CM,042,01,E
Colin McRae Rally 2005,Europe,Original,CM04301E,CM,043,01,E
Colin McRae Rally 2005,USA,Original,CM04302A,CM,043,02,A
Club Football 2005: Manchester United,Europe,Original,CM04701E,CM,047,01,E
Club Football 2005: Liverpool FC,UK,Original,CM04801E,CM,048,01,E
Club Football 2005: Arsenal,Europe,Original,CM04901E,CM,049,01,E
Club Football 2005: Chelsea FC,Europe,Original,CM05001E,CM,050,01,E
Club Football 2005: Aston Villa,Europe,Original,CM05101E,CM,051,01,E
Club Football 2005: Celtic FC,Europe,Original,CM05301E,CM,053,01,E
Club Football 2005: Rangers FC,Europe,Original,CM05401E,CM,054,01,E
Club Football 2005: Real Madrid,Europe,Original,CM05501E,CM,055,01,E
Club Football 2005: FC Barcelona,Europe,Original,CM05601E,CM,056,01,E
Club Football 2005: Ajax Amsterdam,Europe,Original,CM05701E,CM,057,01,E
Club Football 2005: AC Milan,Europe,Original,CM05801E,CM,058,01,E
Club Football 2005: FC Internazionale,Europe,Original,CM05901E,CM,059,01,E
Club Football 2005: Juventus,Europe,Original,CM06001E,CM,060,01,E
Club Football 2005: Hamburger SV,Germany,Original,CM06101E,CM,061,01,E
Club Football 2005: FC Bayern München,Europe,Original,CM06201E,CM,062,01,E
Club Football 2005: Borussia Dortmund,Germany,Original,CM06301E,CM,063,01,E
Club Football 2005: Newcastle United,Europe,Original,CM06401E,CM,064,01,E
Club Football 2005: Birmingham City,Europe,Original,CM06501E,CM,065,01,E
Club Football 2005: Tottenham Hotspur,Europe,Original,CM06601E,CM,066,01,E
Club Football 2005: Paris Saint-Germain,France,Original,CM06701E,CM,067,01,E
Club Football 2005: Olympique de Marseille,Europe,Original,CM06801E,CM,068,01,E
Club Football 2005: Liverpool FC,Europe,Original,CM06901E,CM,069,01,E
LMA Manager 2005,Europe,Original,CM07001E,CM,070,01,E
Second Sight,Europe,Original,CM07101W,CM,071,01,W
Manchester United Manager 2005,Europe,Original,CM07301E,CM,073,01,E
BDFL Manager 2005,Germany,Original,CM07401E,CM,074,01,E
Roger Lemerre: La Sélection des Champions 2005,France,Original,CM07501E,CM,075,01,E
Football Manager Campionato 2005,Italy,Original,CM07601E,CM,076,01,E
Mánager de Liga 2005,Spain,Original,CM07701E,CM,077,01,E
Brian Lara International Cricket 2005,Europe,Original,CM07801E,CM,078,01,E
TOCA Race Driver 3,Europe,Original,CM08001W,CM,080,01,W
V8 Supercars Australia 3,Australia,Original,CM08004E,CM,080,04,E
DTM Race Driver 3: The Ultimate Racing Simulator,Europe,Original,CM08005E,CM,080,05,E
Worms 4: Mayhem,Europe,Original,CM08201E,CM,082,01,E
LMA Manager 2006,Europe,Original,CM08401E,CM,084,01,E
Ricky Ponting International Cricket 2005,Australia,Original,CM08701E,CM,087,01,E
Operation Flashpoint: Elite,Europe,Original,CM09001W,CM,090,01,W
Sensible Soccer 2006,Europe,Original,CM09101E,CM,091,01,E
Star Wars: Obi-Wan,Italy,Original,CT00101E,CT,001,01,E
Kabuki Warriors,USA,Original,CV00101A,CV,001,01,A
UFC: Ultimate Fighting Championship: Tapout,USA,Original,CV00201A,CV,002,01,A
Mojo!,USA,Original,CV00501A,CV,005,01,A
Mojo!,Europe,Original,CV00502E,CV,005,02,E
Intellivision Lives!,USA,Original,CV00601A,CV,006,01,A
Future Tactics: The Uprising,USA,Original,CV00701A,CV,007,01,A
Future Tactics: The Uprising,Europe,Original,CV00702E,CV,007,02,E
Strike Force Bowling,USA,Original,CV00801A,CV,008,01,A
Trigger Man,USA,Original,CV00901A,CV,009,01,A
Pinball Hall of Fame: The Gottlieb Collection,USA,Original,CV01001A,CV,010,01,A
World Championship Poker,USA,Original,CV01301A,CV,013,01,A
MX World Tour featuring Jamie Little,USA,Original,CV01401A,CV,014,01,A
World Championship Poker 2 featuring Howard Lederer,USA,Original,CV01601A,CV,016,01,A
The Bible Game,USA,Original,CV01701A,CV,017,01,A
Arx Fatalis,Europe,Original,DC00204L,DC,002,04,L
Painkiller: Hell Wars,Germany,Original,DC00302E,DC,003,02,E
Painkiller: Hell Wars,Europe,Original,DC00303E,DC,003,03,E
Painkiller: Hell Wars,USA,Original,DC00304A,DC,003,04,A
Cold War,USA,Original,DC00401A,DC,004,01,A
Cold War,Europe,Original,DC00402E,DC,004,02,E
Cold War,USA,Demo,DC00650W,DC,006,50,W
Arx Fatalis,World,Beta,DVD WIPA,DV,D W,IP,A
Miami Vice,Europe,Original,DX00101E,DX,001,01,E
Madden NFL 2002,USA,Original,EA00101A,EA,001,01,A
NASCAR Thunder 2002,USA,Original,EA00201A,EA,002,01,A
NBA Live 2002,USA,Original,EA00301A,EA,003,01,A
NBA Live 2002,Europe,Original,EA00302E,EA,003,02,E
NBA Live 2002,Germany,Original,EA00304E,EA,003,04,E
NBA Live 2002,Japan,Original,EA00305J,EA,003,05,J
SSX Tricky,USA,Platinum Hits,EA00401A,EA,004,01,A
SSX Tricky,Japan,Original,EA00402J,EA,004,02,J
SSX Tricky,Europe,"Original, Classics",EA00403E,EA,004,03,E
NHL 2002,USA,Original,EA00501A,EA,005,01,A
NHL 2002,Europe,Original,EA00502E,EA,005,02,E
F1 2001,USA,Original,EA00701A,EA,007,01,A
Triple Play 2002,USA,Original,EA00901A,EA,009,01,A
Knockout Kings 2002,USA,Original,EA01001A,EA,010,01,A
Knockout Kings 2002,Europe,Original,EA01002E,EA,010,02,E
Knockout Kings 2002,Japan,Original,EA01003J,EA,010,03,J
2002 FIFA World Cup,Europe,Original,EA01102E,EA,011,02,E
2002 FIFA World Cup,France,Original,EA01103E,EA,011,03,E
2002 FIFA World Cup,Japan,Original,EA01105J,EA,011,05,J
2002 FIFA World Cup,USA,Original,EA01107A,EA,011,07,A
2002 FIFA World Cup,Germany,Original,EA01109E,EA,011,09,E
007: Agent Under Fire,USA,Original,EA01301A,EA,013,01,A
007: Agent Under Fire,Europe,"Original, Classics",EA01302E,EA,013,02,E
Harry Potter and the Chamber of Secrets,USA,Platinum Family Hits,EA01401A,EA,014,01,A
Harry Potter and the Chamber of Secrets,Europe,Original,EA01402E,EA,014,02,E
The Lord of the Rings: The Two Towers,USA,Original,EA01601A,EA,016,01,A
The Lord of the Rings: The Two Towers,Europe,Original,EA01604E,EA,016,04,E
Cel Damage,USA,Original,EA01701A,EA,017,01,A
Cel Damage,Europe,Original,EA01702E,EA,017,02,E
Buffy the Vampire Slayer,USA,Original,EA01801A,EA,018,01,A
Buffy the Vampire Slayer,Europe,"Original, Classics",EA01802E,EA,018,02,E
Buffy the Vampire Slayer,Asia,Original,EA01803J,EA,018,03,E
The Simpsons: Road Rage,USA,Platinum Hits,EA01901A,EA,019,01,A
The Simpsons: Road Rage,Europe,Original,EA01902E,EA,019,02,E
F1 2002,Japan,Original,EA02002J,EA,020,02,J
F1 2002,Europe,Original,EA02003E,EA,020,03,E
Pirates: The Legend of Black Kat,Europe,Original,EA02102E,EA,021,02,E
Pirates: The Legend of Black Kat,USA,Original,EA02103A,EA,021,03,A
FIFA Soccer 2003,USA,Original,EA02301A,EA,023,01,A
FIFA Football 2003,Europe,"Original, Classics",EA02302E,EA,023,02,E
FIFA Soccer 2003,Korea,Original,EA02303J,EA,023,03,J
Madden NFL 2003,USA,Original,EA02501A,EA,025,01,A
Madden NFL 2003,Europe,Original,EA02502E,EA,025,02,E
Medal of Honor: Frontline,USA,"Original, Platinum Hits",EA02601A,EA,026,01,A
Medal of Honor: Frontline,Europe,"Original, Classics, ESC Escape 03 Xbox Charity Pack",EA02602E,EA,026,02,E
Medal of Honor: En Première Ligne,France,Original,EA02603E,EA,026,03,E
Medal of Honor: Frontline,Germany,Classics,EA02604E,EA,026,04,E
Medal of Honor: Frontline,Italy,Classics,EA02605E,EA,026,05,E
Medal of Honor: Frontline,Asia,Original,EA02606J,EA,026,06,J
NASCAR Thunder 2003,USA,Original,EA02701A,EA,027,01,A
NBA Live 2003,USA,Original,EA02801A,EA,028,01,A
NBA Live 2003,Europe,Original,EA02802E,EA,028,02,E
NCAA Football 2003,USA,Original,EA02901A,EA,029,01,A
NHL 2003,USA,Original,EA03001A,EA,030,01,A
NHL 2003,Europe,Original,EA03002E,EA,030,02,E
Tiger Woods PGA Tour 2003,USA,Original,EA03301A,EA,033,01,A
Tiger Woods PGA Tour 2003,Europe,Original,EA03302E,EA,033,02,E
Star Wars: Obi-Wan,Germany,Original,EA03401E,EA,034,01,E
Star Wars: Obi-Wan,Spain,Original,EA03402E,EA,034,02,E
007: Nightfire,USA,Original,EA03801A,EA,038,01,A
007: Nightfire,Europe,Classics,EA03802E,EA,038,02,E
NBA Street Vol. 2,USA,Original,EA03901A,EA,039,01,A
NBA Street Vol. 2,Europe,Original,EA03902E,EA,039,02,E
Need for Speed: Hot Pursuit 2,Europe,Original,EA04001E,EA,040,01,E
Need for Speed: Hot Pursuit 2,USA,Original,EA04002A,EA,040,02,A
TY the Tasmanian Tiger,Europe,Original,EA04101E,EA,041,01,E
TY the Tasmanian Tiger,USA,Original,EA04103A,EA,041,03,A
TY the Tasmanian Tiger,Korea,Original,EA04104J,EA,041,04,J
Freedom Fighters,Europe,Original,EA04206E,EA,042,06,E
Freedom Fighters,France,Original,EA04207E,EA,042,07,E
Freedom Fighters,Germany,Original,EA04208E,EA,042,08,E
Freedom Fighters,Italy,Original,EA04209E,EA,042,09,E
Freedom Fighters,Spain,Original,EA04210E,EA,042,10,E
Dead to Rights,Europe,Original,EA04401E,EA,044,01,E
MVP Baseball 2003,USA,Original,EA04501A,EA,045,01,A
MVP Baseball 2003,Korea,Original,EA04502J,EA,045,02,J
Freedom Fighters,USA,Original,EA04601A,EA,046,01,A
Freedom Fighters,Asia,Original,EA04602J,EA,046,02,J
The Sims,USA,Original,EA04704A,EA,047,04,A
The Sims,Europe,Original,EA04705E,EA,047,05,E
NHL 2004,USA,Original,EA04801A,EA,048,01,A
NHL 2004,Europe,Original,EA04802E,EA,048,02,E
NASCAR Thunder 2004,USA,Original,EA04901A,EA,049,01,A
NASCAR Thunder 2004,Asia,Original,EA04903J,EA,049,03,J
F1 Career Challenge,Europe,Original,EA05001E,EA,050,01,E
NCAA Football 2004,USA,Original,EA05301A,EA,053,01,A
Madden NFL 2004,USA,Original,EA05401A,EA,054,01,A
Madden NFL 2004,Europe,Original,EA05402E,EA,054,02,E
Harry Potter and the Philosopher's Stone,Europe,Original,EA05502E,EA,055,02,E
Harry Potter and the Sorcerer's Stone,USA,Original,EA05504A,EA,055,04,A
NBA Live 2004,USA,Original,EA05601A,EA,056,01,A
NBA Live 2004,Europe,Original,EA05602E,EA,056,02,E
Bionicle,Europe,Original,EA05701E,EA,057,01,E
Bionicle,USA,Original,EA05702A,EA,057,02,A
Tiger Woods PGA Tour 2004,Europe,Original,EA05801E,EA,058,01,E
Tiger Woods PGA Tour 2004,USA,Original,EA05804A,EA,058,04,A
FIFA Football 2004,Europe,Original,EA05901E,EA,059,01,E
FIFA Football 2004,France,Original,EA05902E,EA,059,02,E
FIFA Football 2004,Germany,Original,EA05903E,EA,059,03,E
FIFA Football 2004,Spain,Original,EA05904E,EA,059,04,E
FIFA Football 2004,Italy,Original,EA05905E,EA,059,05,E
FIFA Soccer 2004,USA,Original,EA05906A,EA,059,06,A
SSX 3,USA,Original,EA06001A,EA,060,01,A
SSX 3,Europe,Original,EA06002E,EA,060,02,E
Harry Potter: Quidditch World Cup,USA,Original,EA06101A,EA,061,01,A
Harry Potter: Quidditch World Cup,Europe,Original,EA06104E,EA,061,04,E
The Lord of the Rings: The Return of the King,USA,Original,EA06201A,EA,062,01,A
The Lord of the Rings: The Return of the King,Europe,Original,EA06202E,EA,062,02,E
Le Seigneur des Anneaux: Le Retour du Roi,France,Original,EA06203E,EA,062,03,E
Der Herr der Ringe: Die Rückkehr des Königs,Germany,Original,EA06204E,EA,062,04,E
Il Signore degli Anelli: Il ritorno del Re,Italy,Original,EA06205E,EA,062,05,E
El Señor de los Anillos: El Retorno del Rey,Spain,Original,EA06206E,EA,062,06,E
Medal of Honor: Rising Sun,USA,Original,EA06301A,EA,063,01,A
Medal of Honor: Rising Sun,Europe,Original,EA06302E,EA,063,02,E
Medal of Honor: Soleil Levant,France,Original,EA06304E,EA,063,04,E
Medal of Honor: Rising Sun,Germany,Original,EA06305E,EA,063,05,E
Total Club Manager 2004,Europe,"Original, Football Fusion",EA06501E,EA,065,01,E
007: Everything or Nothing,USA,Original,EA06601A,EA,066,01,A
007: Everything or Nothing,Europe,"Original, Promo",EA06602E,EA,066,02,E
007: Everything or Nothing,Europe,Original,EA06604E,EA,066,04,E
The Sims: Bustin' Out,USA,Original,EA06701A,EA,067,01,A
The Sims: Bustin' Out,Europe,Original,EA06702E,EA,067,02,E
NFL Street 2,Europe,Original,EA06702E,EA,067,02,E
The Sims: Bustin' Out,Asia,Original,EA06704J,EA,067,04,J
NCAA March Madness 2004,USA,Original,EA06801A,EA,068,01,A
MVP Baseball 2004,USA,Original,EA06901A,EA,069,01,A
Need for Speed: Underground,USA,Platinum Hits,EA07101A,EA,071,01,A
Need for Speed: Underground,Europe,Original,EA07102E,EA,071,02,E
Need for Speed: Underground,Asia,Original,EA07103J,EA,071,03,J
NFL Street,USA,Original,EA07201A,EA,072,01,A
NFL Street,Europe,Original,EA07202E,EA,072,02,E
Def Jam: Fight for NY,USA,Original,EA07301A,EA,073,01,A
Def Jam: Fight for NY,Europe,Original,EA07302E,EA,073,02,E
UEFA Euro 2004: Portugal,USA,Original,EA07407A,EA,074,07,A
UEFA Euro 2004: Portugal,Europe,Original,EA07409E,EA,074,09,E
UEFA Euro 2004: Portugal,France,Original,EA07410E,EA,074,10,E
UEFA Euro 2004: Portugal,Germany,Original,EA07411E,EA,074,11,E
UEFA Euro 2004: Portugal,Italy,Original,EA07412E,EA,074,12,E
UEFA Euro 2004: Portugal,Spain,Original,EA07413E,EA,074,13,E
Fight Night 2004,USA,Original,EA07501A,EA,075,01,A
Fight Night 2004,Europe,Original,EA07502E,EA,075,02,E
Harry Potter and the Prisoner of Azkaban,Europe,Original,EA07601E,EA,076,01,E
Harry Potter and the Prisoner of Azkaban,USA,Original,EA07602A,EA,076,02,A
Madden NFL 2005,Europe,Original,EA07702E,EA,077,02,E
Madden NFL 2005,USA,Original,EA07703A,EA,077,03,A
FIFA Soccer 2005,USA,Original,EA07801A,EA,078,01,A
FIFA Football 2005,Europe,Original,EA07803E,EA,078,03,E
FIFA Football 2005,Spain,Original,EA07804E,EA,078,04,E
FIFA Football 2005,Italy,Original,EA07805E,EA,078,05,E
FIFA Football 2005,Europe,Original,EA07806E,EA,078,06,E
FIFA Football 2005,Europe,Original,EA07807E,EA,078,07,E
NHL 2005,USA,Original,EA07901A,EA,079,01,A
NHL 2005,Europe,Original,EA07902E,EA,079,02,E
NBA Live 2005,USA,Original,EA08001A,EA,080,01,A
NBA Live 2005,Europe,Original,EA08002E,EA,080,02,E
NBA Live 2005,France,Original,EA08003E,EA,080,03,E
NBA Live 2005,Spain,Original,EA08004E,EA,080,04,E
NBA Live 2005,Asia,Original,EA08005J,EA,080,05,J
NCAA Football 2005,USA,Original,EA08102A,EA,081,02,A
NCAA March Madness 2005,USA,Original,EA08201A,EA,082,01,A
NASCAR 2005: Chase for the Cup,USA,Original,EA08301A,EA,083,01,A
NASCAR 2005: Chase for the Cup,Asia,Original,EA08302J,EA,083,02,J
Tiger Woods PGA Tour 2005,USA,Original,EA08401A,EA,084,01,A
Tiger Woods PGA Tour 2005,Europe,Original,EA08402E,EA,084,02,E
Fight Night Round 2,USA,Original,EA08501A,EA,085,01,A
Fight Night Round 2,Europe,Original,EA08502E,EA,085,02,E
MVP Baseball 2005,USA,Platinum Hits,EA08601A,EA,086,01,A
NFL Street 2,USA,Original,EA08701A,EA,087,01,A
NBA Street V3,USA,Original,EA08801A,EA,088,01,A
NBA Street V3,Europe,Original,EA08802E,EA,088,02,E
Need for Speed: Underground 2,USA,Original,EA09001A,EA,090,01,A
Burnout 3: Takedown,USA,Original,EA09101A,EA,091,01,A
Burnout 3: Takedown,Europe,"Original, Bundled with Xbox",EA09102E,EA,091,02,E
Burnout 3: Takedown,Europe,"Original, Classics",EA09103E,EA,091,03,E
Burnout 3: Takedown,Asia,Original,EA09104J,EA,091,04,J
Catwoman,USA,Original,EA09201A,EA,092,01,A
Catwoman,Europe,Original,EA09202E,EA,092,02,E
GoldenEye: Rogue Agent,USA,Original,EA09301A,EA,093,01,A
GoldenEye: Rogue Agent,Europe,Original,EA09302E,EA,093,02,E
GoldenEye: Au Service du Mal,France,Original,EA09304E,EA,093,04,E
GoldenEye: Rogue Agent,Germany,Original,EA09305E,EA,093,05,E
GoldenEye: Agente Corrupto,Spain,Original,EA09306E,EA,093,06,E
Medal of Honor: European Assault,USA,Original,EA09401A,EA,094,01,A
Medal of Honor: European Assault,Europe,Original,EA09402E,EA,094,02,E
Medal of Honor: European Assault,Germany,Original,EA09404E,EA,094,04,E
Medal of Honor: European Assault,Italy,Original,EA09405E,EA,094,05,E
The Lord of the Rings: The Third Age,Europe,Original,EA09502E,EA,095,02,E
Le Seigneur des Anneaux: Le Tiers Age,France,Original,EA09503E,EA,095,03,E
Der Herr der Ringe: Das dritte Zeitalter,Germany,Original,EA09504E,EA,095,04,E
Il Signore degli Anelli: La Terza Era,Italy,Original,EA09505E,EA,095,05,E
El Señor de los Anillos: La Tercera Edad,Spain,Original,EA09506E,EA,095,06,E
The Lord of the Rings: The Third Age,USA,Original,EA09508A,EA,095,08,A
The Urbz: Sims in the City,USA,Original,EA09601A,EA,096,01,A
The Urbz: Sims in the City,Europe,Original,EA09602E,EA,096,02,E
Rugby 2005,USA,Original,EA09701A,EA,097,01,A
Rugby 2005,Europe,Original,EA09702E,EA,097,02,E
Rugby 2005,France,Original,EA09703E,EA,097,03,E
Battlefield 2: Modern Combat,USA,Original,EA09801A,EA,098,01,A
Battlefield 2: Modern Combat,Europe,Original,EA09802E,EA,098,02,E
Battlefield 2: Modern Combat,Europe,Original,EA09803E,EA,098,03,E
TY the Tasmanian Tiger 2: Bush Rescue,USA,Original,EA09901A,EA,099,01,A
TY the Tasmanian Tiger 2: Bush Rescue,Europe,Original,EA09902E,EA,099,02,E
Total Club Manager 2005,Europe,Original,EA10101E,EA,101,01,E
TimeSplitters: Future Perfect,USA,Original,EA10201A,EA,102,01,A
TimeSplitters: Future Perfect,Europe,Original,EA10202E,EA,102,02,E
TimeSplitters: Future Perfect,Asia,Original,EA10205J,EA,102,05,J
Def Jam: Fight for NY,USA,Demo,EA10350K,EA,103,50,K
FIFA Football 2005,Europe,Demo,EA10650W,EA,106,50,W
Oddworld: Stranger's Wrath,USA,Original,EA10901A,EA,109,01,A
Oddworld: Stranger's Wrath,Europe,Original,EA10902E,EA,109,02,E
Oddworld: La Fureur de l'Etranger,France,Original,EA10903E,EA,109,03,E
Oddworld: Strangers Vergeltung,Germany,Original,EA10904E,EA,109,04,E
Need for Speed: Underground 2,Europe,Original,EA11101E,EA,111,01,E
UEFA Champions League 2004-2005,Europe,Original,EA11201E,EA,112,01,E
UEFA Champions League 2004-2005,Europe,Original,EA11202E,EA,112,02,E
UEFA Champions League 2004-2005,Europe,Original,EA11203E,EA,112,03,E
UEFA Champions League 2004-2005,Netherlands,Original,EA11204E,EA,112,04,E
Need for Speed: Underground 2,Asia,Original,EA11301J,EA,113,01,J
FIFA Street,Europe,Original,EA11401E,EA,114,01,E
FIFA Street,USA,Original,EA11403A,EA,114,03,A
Cricket 2005,Europe,Original,EA11601E,EA,116,01,E
Madden NFL 06,USA,Original,EA11701A,EA,117,01,A
Madden NFL 06,Europe,Original,EA11701E,EA,117,01,E
Burnout Revenge,Europe,Original,EA11801E,EA,118,01,E
Burnout Revenge,Europe,Original,EA11803E,EA,118,03,E
Burnout Revenge,USA,Original,EA11805A,EA,118,05,A
Harry Potter and the Goblet of Fire,Europe,Original,EA11901E,EA,119,01,E
Harry Potter and the Goblet of Fire,USA,Original,EA11902A,EA,119,02,A
Harry Potter and the Goblet of Fire,Europe,Original,EA11903E,EA,119,03,E
FIFA Soccer 06,USA,Original,EA12002A,EA,120,02,A
FIFA 06,Europe,Original,EA12003E,EA,120,03,E
FIFA 06,Italy,Original,EA12004E,EA,120,04,E
FIFA 06,Spain,Original,EA12005E,EA,120,05,E
FIFA 06,Europe,Original,EA12006E,EA,120,06,E
FIFA 06,Europe,Original,EA12008E,EA,120,08,E
007: From Russia with Love,Europe,Original,EA12101E,EA,121,01,E
007: From Russia with Love,USA,Original,EA12102A,EA,121,02,A
NBA Live 06,Europe,Original,EA12201E,EA,122,01,E
NBA Live 06,USA,Original,EA12202A,EA,122,02,A
NBA Live 06,France,Original,EA12203E,EA,122,03,E
NBA Live 06,Spain,Original,EA12204E,EA,122,04,E
Need for Speed: Most Wanted,Europe,Original,EA12301E,EA,123,01,E
Need for Speed: Most Wanted,France,Original,EA12303E,EA,123,03,E
Need for Speed: Most Wanted,Germany,Original,EA12305E,EA,123,05,E
Need for Speed: Most Wanted,Italy,Original,EA12306E,EA,123,06,E
Need for Speed: Most Wanted: Black Edition,USA,Original,EA12307A,EA,123,07,A
Need for Speed: Most Wanted,USA,Platinum Hits,EA12311A,EA,123,11,A
NHL 06,Europe,Original,EA12401E,EA,124,01,E
NHL 06,USA,Original,EA12402A,EA,124,02,A
The Godfather,Europe,Original,EA12501E,EA,125,01,E
The Godfather,USA,Limited Edition,EA12502A,EA,125,02,A
Le Parrain,France,Original,EA12503E,EA,125,03,E
Der Pate,Germany,Original,EA12504E,EA,125,04,E
El Padrino,Spain,Original,EA12505E,EA,125,05,E
Il Padrino,Italy,Original,EA12506E,EA,125,06,E
Tiger Woods PGA Tour 06,Europe,Original,EA12601E,EA,126,01,E
Tiger Woods PGA Tour 06,USA,Original,EA12602A,EA,126,02,A
Battlefield 2: Modern Combat,USA,Demo,EA12750W,EA,127,50,W
Battlefield 2: Modern Combat,Australia,Demo,EA12751W,EA,127,51,W
NCAA Football 06,USA,Original,EA12801A,EA,128,01,A
Burnout Revenge,USA,Demo,EA12950W,EA,129,50,W
Burnout Revenge,Europe,Demo,EA12951E,EA,129,51,E
SSX On Tour,Europe,Original,EA13001E,EA,130,01,E
SSX On Tour,USA,Original,EA13002A,EA,130,02,A
Black,Europe,Original,EA13101E,EA,131,01,E
Black,USA,Original,EA13102A,EA,131,02,A
Black,"Europe, Australia",Demo,EA13150W,EA,131,50,W
FIFA Street 2,Europe,Original,EA13301E,EA,133,01,E
FIFA Street 2,USA,Original,EA13302A,EA,133,02,A
FIFA Street 2,Europe,Original,EA13303E,EA,133,03,E
Fight Night Round 3,Europe,Original,EA13401E,EA,134,01,E
Fight Night Round 3,USA,Original,EA13402A,EA,134,02,A
Rugby 06,Europe,Original,EA13501E,EA,135,01,E
Rugby 06,USA,Original,EA13502A,EA,135,02,A
Rugby 06,France,Original,EA13503E,EA,135,03,E
Need for Speed: Most Wanted,USA,Demo,EA13650A,EA,136,50,A
Marvel Nemesis: Rise of the Imperfects,USA,Demo,EA13750A,EA,137,50,A
NASCAR 06: Total Team Control,USA,Original,EA13901A,EA,139,01,A
MVP 06 NCAA Baseball,USA,Original,EA14101A,EA,141,01,A
NFL Head Coach,USA,Original,EA14202A,EA,142,02,A
NCAA March Madness 06,USA,Original,EA14401A,EA,144,01,A
Half-Life 2,"USA, Europe",Original,EA14501W,EA,145,01,W
NASCAR 06: Total Team Control,Europe,Original,EA14701E,EA,147,01,E
Arena Football,USA,Original,EA14801A,EA,148,01,A
Marvel Nemesis: Rise of the Imperfects,Europe,Original,EA14902E,EA,149,02,E
FIFA World Cup Germany 2006,Europe,Original,EA15601E,EA,156,01,E
FIFA World Cup Germany 2006,Europe,Original,EA15602E,EA,156,02,E
FIFA World Cup Germany 2006,USA,Original,EA15603A,EA,156,03,A
FIFA World Cup Germany 2006,Europe,Original,EA15604E,EA,156,04,E
Need for Speed: Carbon,USA,Original,EA15801A,EA,158,01,A
Need for Speed: Carbon,Europe,Original,EA15802E,EA,158,02,E
Need for Speed: Carbon,France,Original,EA15804E,EA,158,04,E
Need for Speed: Carbon,Germany,Original,EA15805E,EA,158,05,E
Madden NFL 07,USA,Original,EA15901A,EA,159,01,A
Superman Returns,USA,Original,EA16001A,EA,160,01,A
Superman Returns,Europe,Original,EA16002E,EA,160,02,E
NBA Live 07,Europe,Original,EA16102E,EA,161,02,E
NBA Live 07,France,Original,EA16103E,EA,161,03,E
NBA Live 07,USA,Original,EA16106A,EA,161,06,A
NCAA Football 07,USA,Original,EA16201A,EA,162,01,A
NASCAR 07,USA,Original,EA16301A,EA,163,01,A
Tiger Woods PGA Tour 07,USA,Original,EA16401A,EA,164,01,A
Tiger Woods PGA Tour 07,Europe,Original,EA16403E,EA,164,03,E
NHL 07,Europe,Original,EA16501E,EA,165,01,E
NHL 07,USA,Original,EA16502A,EA,165,02,A
FIFA 07,Europe,Original,EA16602E,EA,166,02,E
FIFA Soccer 07,USA,Original,EA16605A,EA,166,05,A
FIFA 07,Europe,Original,EA16607E,EA,166,07,E
Madden NFL 07,Europe,Original,EA16801E,EA,168,01,E
NCAA Football 08,USA,Original,EA17101A,EA,171,01,A
Madden NFL 08,USA,Original,EA17201A,EA,172,01,A
Madden NFL 09,USA,Original,EA57101K,EA,571,01,K
Batman Begins,Europe,Original,EA90501E,EA,905,01,E
Batman Begins,USA,Original,EA90502A,EA,905,02,A
Marvel Nemesis: Rise of the Imperfects,USA,Original,EA90602A,EA,906,02,A
The Sims 2,Europe,Original,EA90701E,EA,907,01,E
The Sims 2,USA,Original,EA90702A,EA,907,02,A
Circus Maximus: Chariot Wars,USA,Original,EC00101A,EC,001,01,A
Grooverider: Slot Car Thunder,USA,Original,EC00201A,EC,002,01,A
Heroes of the Pacific,USA,Original,EC00401A,EC,004,01,A
Heroes of the Pacific,Europe,Original,EC00402E,EC,004,02,E
Shinchou Mahjong,Japan,Original,EF00101J,EF,001,01,J
American McGee Presents Scrapland,Europe,Original,EL00101W,EL,001,01,W
American McGee Presents Scrapland,Europe,Original,EL00102E,EL,001,02,E
Antz Extreme Racing,Europe,Original,EM00101E,EM,001,01,E
Big Mutha Truckers,USA,Original,EM00201A,EM,002,01,A
Big Mutha Truckers,Europe,Original,EM00203E,EM,002,03,E
Total Immersion Racing,Europe,Original,EM00301E,EM,003,01,E
Ghost Master: The Gravenville Chronicles,Europe,Original,EM00401E,EM,004,01,E
Starsky & Hutch,Europe,Original,EM00501E,EM,005,01,E
Starsky & Hutch,USA,Original,EM00502A,EM,005,02,A
Ford Racing 2,USA,Original,EM00702A,EM,007,02,A
Ford Racing 2,Europe,Original,EM00703E,EM,007,03,E
Bad Boys II,Europe,Original,EM00801E,EM,008,01,E
Bad Boys II,Germany,Original,EM00802E,EM,008,02,E
