title,region,edition,xboxid,pubid,gameid,discid,regionid
Crimson Skies: High Road to Revenge,Japan,Original,MS03304J,MS,033,04,J
Nezmix,Japan,Original,MS03501J,MS,035,01,J
Sneakers,USA,Original,MS03502A,MS,035,02,A
Whacked!,"USA, Europe",Original,MS03901L,MS,039,01,L
Whacked!,Korea,Original,MS03904J,MS,039,04,J
Whacked!,Japan,Original,MS03905J,MS,039,05,J
NFL Fever 2003,USA,Original,MS04004A,MS,040,04,A
NFL Fever 2003,Europe,Original,MS04005E,MS,040,05,E
Midtown Madness 3,Europe,"Original, Bundled with Xbox",MS04023E,MS,040,23,E
Midtown Madness 3,Japan,Original,MS04202J,MS,042,02,J
Midtown Madness 3,USA,Original,MS04204A,MS,042,04,A
Midtown Madness 3,Asia,Original,MS04205J,MS,042,05,J
Dead or Alive 3,Europe,"Original, Classics",MS04501E,MS,045,01,E
Maximum Chase,Japan,Original,MS04601J,MS,046,01,J
Maximum Chase,USA,Original,MS04602A,MS,046,02,A
Tenku: Freestyle Snowboarding,Japan,Original,MS04701J,MS,047,01,J
Jockey's Road,Japan,Original,MS04801J,MS,048,01,J
Kung Fu Chaos,Europe,Original,MS04903E,MS,049,03,E
Kung Fu Panic,Japan,Original,MS04904J,MS,049,04,J
Kung Fu Chaos,"USA, Asia",Original,MS04905K,MS,049,05,K
Shenmue II,USA,Original,MS05001A,MS,050,01,A
Shenmue II,Europe,Original,MS05002E,MS,050,02,E
RalliSport Challenge,Japan,Taikenban,MS05150J,MS,051,50,J
Inside Pitch 2003,USA,Original,MS05201A,MS,052,01,A
Inside Pitch 2003,Japan,World Collection,MS05204J,MS,052,04,J
Top Spin,USA,Original,MS05301A,MS,053,01,A
Top Spin,Europe,"Original, Classics",MS05302E,MS,053,02,E
Top Spin,Japan,Bundled with Xbox,MS05304J,MS,053,04,J
Counter-Strike,USA,"Original, Platinum Hits",MS05401K,MS,054,01,K
Counter-Strike,Europe,Original,MS05402E,MS,054,02,E
NFL Fever 2003,USA,Xbox Live Beta Starter Kit,MS05502A,MS,055,02,A
RalliSport Challenge 2,"Japan, Europe","Original, Classics",MS05701W,MS,057,01,W
N.U.D.E.@: Natural Ultimate Digital Experiment,Japan,Original,MS06001J,MS,060,01,J
Sega GT 2002 + JSRF: Jet Set Radio Future,USA,Bundled with Xbox,MS06104A,MS,061,04,A
Sega GT 2002 + JSRF: Jet Set Radio Future,Europe,Bundled with Xbox,MS06105E,MS,061,05,E
Amped 2,USA,Original,MS06501A,MS,065,01,A
Amped 2,Europe,Original,MS06502E,MS,065,02,E
Amped 2,Asia,Original,MS06503J,MS,065,03,J
Tenku 2,Japan,Original,MS06504J,MS,065,04,J
NBA Inside Drive 2003,USA,Original,MS06901A,MS,069,01,A
NBA Inside Drive 2003,Europe,Original,MS06904E,MS,069,04,E
Phantom Dust,Japan,Original,MS07001J,MS,070,01,J
Phantom Dust,USA,Original,MS07003A,MS,070,03,A
The Wild Rings,Japan,Original,MS07201J,MS,072,01,J
Phantasy Star Online Episode I & II,Japan,Original,MS07401J,MS,074,01,J
Phantasy Star Online Episode I & II,Europe,Original,MS07403E,MS,074,03,E
Phantasy Star Online Episode I & II,USA,Original,MS07404A,MS,074,04,A
Project Gotham Racing 2,Europe,"Original, Classics",MS07502E,MS,075,02,E
Project Gotham Racing 2,"USA, Japan","Original, Platinum Hits, Platinum Collection",MS07505K,MS,075,05,K
NFL Fever 2004,Japan,World Collection,MS07702J,MS,077,02,J
NFL Fever 2004,USA,Original,MS07703A,MS,077,03,A
NFL Fever 2004,Europe,Original,MS07704E,MS,077,04,E
NHL Rivals 2004,USA,Original,MS07801K,MS,078,01,K
NHL Rivals 2004,Europe,Original,MS07802E,MS,078,02,E
Conker: Live & Reloaded,USA,Original,MS08102A,MS,081,02,A
Conker: Live & Reloaded,Europe,Original,MS08103E,MS,081,03,E
Conker: Live & Reloaded,Japan,Original,MS08104J,MS,081,04,J
Conker: Live & Reloaded,USA,Demo,MS08150W,MS,081,50,W
Conker: Live & Reloaded,"USA, Europe",Demo,MS08170W,MS,081,70,W
Grabbed by the Ghoulies,USA,Original,MS08301A,MS,083,01,A
Grabbed by the Ghoulies,Europe,Original,MS08302E,MS,083,02,E
Grabbed by the Ghoulies,Asia,"Original, Bundled with Xbox",MS08303J,MS,083,03,J
Halo: Combat Evolved,Asia,Bundled with Xbox,MS08701J,MS,087,01,J
Project Zero,Europe,Original,MS08901E,MS,089,01,E
Xbox Music Mixer,Europe,Original,MS09002E,MS,090,02,E
Xbox Music Mixer,USA,Original,MS09005A,MS,090,05,A
Xbox Music Mixer,Japan,Original,MS09008J,MS,090,08,J
Links 2004,USA,Original,MS09301A,MS,093,01,A
Links 2004,Europe,Original,MS09302E,MS,093,02,E
Links 2004,Japan,World Collection,MS09303J,MS,093,03,J
Voodoo Vince,USA,Original,MS09501A,MS,095,01,A
Voodoo Vince,Europe,Original,MS09502E,MS,095,02,E
Voodoo Vince,Japan,World Collection,MS09503J,MS,095,03,J
Halo 2,"USA, Europe","Original, Limited Collector's Edition",MS10003W,MS,100,03,W
Halo 2,France,Original,MS10004W,MS,100,04,W
Halo 2,Germany,Original,MS10005W,MS,100,05,W
Halo 2,Italy,Original,MS10006W,MS,100,06,W
Halo 2,Spain,Original,MS10007W,MS,100,07,W
Halo 2,Asia,Original,MS10009W,MS,100,09,W
Halo 2,Japan,"Limited Edition, Halo History Pack",MS10010W,MS,100,10,W
Blinx 2: Battle of Time & Space ~ Blinx 2: Masters of Time & Space,"USA, Japan","Original, Bundled with Xbox",MS10101W,MS,101,01,W
Magatama,Japan,Shokai Genteiban,MS10201J,MS,102,01,J
Dinosaur Hunting: Ushinawareta Daichi,Japan,Original,MS10501J,MS,105,01,J
MechAssault 2: Lone Wolf,World,"Original, Limited Edition",MS10706W,MS,107,06,W
Jade Empire,"USA, Europe","Original, Limited Edition",MS10901L,MS,109,01,L
Jade Empire,Germany,Original,MS10902E,MS,109,02,E
Jade Empire,France,Limited Edition,MS10903E,MS,109,03,E
Jade Empire,Korea,"Original, Limited Edition",MS10904J,MS,109,04,J
Jade Empire: Hisui no Teikoku,Japan,Original,MS10905J,MS,109,05,J
Forza Motorsport,World,"Original, Classics",MS11001W,MS,110,01,W
Forza Motorsport,"USA, Europe",Demo,MS11070L,MS,110,70,L
Project Gotham Racing 2,USA,Demo: Dodge Magnum Edition,MS12151A,MS,121,51,A
Crimson Skies: High Road to Revenge,Japan,Taikenban,MS12350W,MS,123,50,W
Xbox Video Chat,Japan,Bundled with Xbox Video Chat Kit,MS12402J,MS,124,02,J
Phantom Dust,Japan,Taikenban,MS12550W,MS,125,50,W
Fable (Limited Edition Bonus DVD),USA,Original,MS12801A,MS,128,01,A
MechAssault 2: Lone Wolf (Bonus Disc),"USA, Asia",Limited Edition,MS13101W,MS,131,01,W
Volvo: Drive for Life,USA,Original,MS13202A,MS,132,02,A
Jade Empire (Bonus Disc),"USA, Europe",Limited Edition,MS13301W,MS,133,01,W
Jade Empire (Bonus Disc),Korea,Limited Edition,MS13302W,MS,133,02,W
Xbox Live Arcade,USA,Original,MS20001A,MS,200,01,A
Xbox Live Arcade,"USA, Europe",Original,MS20002W,MS,200,02,W
MechAssault 2: Lone Wolf,USA,Demo,MS20250W,MS,202,50,W
Halo 2 Multiplayer Map Pack,"USA, Japan",Original,MS20570W,MS,205,70,W
Fable: The Lost Chapters,USA,Platinum Hits,MS20901A,MS,209,01,A
Fable: The Lost Chapters,Europe,Classics,MS20902E,MS,209,02,E
Fable: The Lost Chapters,Italy,Classics,MS20904E,MS,209,04,E
Fable: The Lost Chapters,Germany,Classics,MS20906E,MS,209,06,E
Fable: The Lost Chapters,Spain,Classics,MS20907E,MS,209,07,E
Big Bumpin',USA,Original,MS21001A,MS,210,01,A
Sneak King,USA,Original,MS21101A,MS,211,01,A
PocketBike Racer,USA,Original,MS21201A,MS,212,01,A
Mortal Kombat: Deadly Alliance,Europe,Original,MW-01202,MW,-01,20,2
NFL Blitz 2002,USA,Original,MW00101A,MW,001,01,A
Arctic Thunder,USA,Original,MW00201A,MW,002,01,A
Arctic Thunder,Europe,Original,MW00202E,MW,002,02,E
NHL Hitz 2002,USA,Original,MW00301A,MW,003,01,A
NHL Hitz 2002,Europe,Original,MW00302E,MW,003,02,E
SpyHunter,USA,Platinum Hits,MW00401A,MW,004,01,A
SpyHunter,Europe,Original,MW00402E,MW,004,02,E
Area 51,Europe,Original,MW00502E,MW,005,02,E
Area 51,USA,Original,MW00503A,MW,005,03,A
Defender,USA,Original,MW00601A,MW,006,01,A
Defender,Europe,Original,MW00602E,MW,006,02,E
Freaky Flyers,USA,Original,MW00701A,MW,007,01,A
Freaky Flyers,Europe,Original,MW00703E,MW,007,03,E
MLB SlugFest 2003,USA,Original,MW00801A,MW,008,01,A
MLB SlugFest 2004,USA,Original,MW00901A,MW,009,01,A
NFL Blitz 2003,USA,Original,MW01001A,MW,010,01,A
NHL Hitz 2003,USA,Original,MW01101A,MW,011,01,A
NHL Hitz 2003,Europe,Original,MW01102E,MW,011,02,E
Mortal Kombat: Deadly Alliance,USA,Original,MW01201A,MW,012,01,A
Mortal Kombat: Deadly Alliance,Germany,"Original, Classics",MW01203E,MW,012,03,E
Gravity Games Bike: Street. Vert. Dirt.,USA,Original,MW01301A,MW,013,01,A
Gravity Games Bike: Street. Vert. Dirt.,Europe,Original,MW01302E,MW,013,02,E
Gauntlet: Dark Legacy,Europe,Original,MW01402E,MW,014,02,E
Gauntlet: Dark Legacy,USA,Original,MW01403A,MW,014,03,A
RedCard 20-03,USA,Original,MW01502A,MW,015,02,A
RedCard,Europe,Original,MW01503E,MW,015,03,E
NBA Ballers,USA,Original,MW01601A,MW,016,01,A
Dr. Muto,USA,Original,MW01701A,MW,017,01,A
Dr. Muto,Europe,Original,MW01702E,MW,017,02,E
FireBlade,Europe,Original,MW01802E,MW,018,02,E
FireBlade,USA,Original,MW01803A,MW,018,03,A
NFL Blitz Pro,USA,Original,MW02001A,MW,020,01,A
The Suffering,USA,Original,MW02101A,MW,021,01,A
The Suffering,Europe,Original,MW02102E,MW,021,02,E
The Suffering,Europe,Original,MW02103E,MW,021,03,E
The Suffering,Germany,Original,MW02104E,MW,021,04,E
Psi-Ops: The Mindgate Conspiracy,USA,Original,MW02201A,MW,022,01,A
Psi-Ops: The Mindgate Conspiracy,Europe,Original,MW02202E,MW,022,02,E
Psi-Ops: The Mindgate Conspiracy,Germany,Original,MW02203E,MW,022,03,E
Freestyle Metal X,USA,Original,MW02301A,MW,023,01,A
Freestyle Metal X,Europe,Original,MW02302E,MW,023,02,E
RoadKill,USA,Original,MW02401A,MW,024,01,A
RoadKill,Europe,Original,MW02402E,MW,024,02,E
Mortal Kombat: Deception,USA,"Original, Kollector's Edition",MW02505A,MW,025,05,A
Mortal Kombat: Deception (Kollector's Edition Bonus Disc),USA,Kollector's Edition,MW02506A,MW,025,06,A
NHL Hitz Pro,Europe,Original,MW02602E,MW,026,02,E
NHL Hitz Pro,USA,Original,MW02604A,MW,026,04,A
SpyHunter 2,USA,Original,MW02701A,MW,027,01,A
SpyHunter 2,Europe,Original,MW02703E,MW,027,03,E
Midway Arcade Treasures,Europe,Original,MW02801L,MW,028,01,L
MLB SlugFest: Loaded,USA,Original,MW02903A,MW,029,03,A
Midway Arcade Treasures 2,"USA, Europe",Original,MW03201L,MW,032,01,L
Unreal Championship 2: The Liandri Conflict,"USA, Europe",Original,MW03301W,MW,033,01,W
Gauntlet: Seven Sorrows,USA,Original,MW03401A,MW,034,01,A
Mortal Kombat: Deception,Europe,Original,MW03502E,MW,035,02,E
Mortal Kombat: Deception,Germany,Original,MW03503E,MW,035,03,E
Narc,USA,Original,MW03601A,MW,036,01,A
Narc,Europe,Original,MW03602E,MW,036,02,E
L.A. Rush,"USA, Europe",Original,MW03701L,MW,037,01,L
Blitz: The League,USA,Original,MW03801A,MW,038,01,A
Unreal Championship 2: The Liandri Conflict,USA,Demo,MW04050W,MW,040,50,W
Mortal Kombat: Shaolin Monks,Germany,Original,MW04102E,MW,041,02,E
Mortal Kombat: Shaolin Monks,"USA, Europe",Original,MW04103L,MW,041,03,L
The Suffering: Ties That Bind,Europe,Original,MW04401L,MW,044,01,L
The Suffering: Ties That Bind,Europe,Original,MW04402E,MW,044,02,E
The Suffering: Ties That Bind,"Austria, Switzerland",Original,MW04403E,MW,044,03,E
The Suffering: Ties That Bind,Germany,Original,MW04404E,MW,044,04,E
Midway Arcade Treasures 3,Europe,Original,MW04501L,MW,045,01,L
NBA Ballers: Phenom,USA,Original,MW04601A,MW,046,01,A
"Ed, Edd n Eddy: The Mis-Edventures",USA,Original,MW05001A,MW,050,01,A
Gauntlet: Seven Sorrows,Europe,Original,MW05101E,MW,051,01,E
Mortal Kombat: Armageddon,USA,Original,MW05202A,MW,052,02,A
NBA Ballers: Phenom: The $100K Tournament,USA,Demo,MW05450W,MW,054,50,W
SpyHunter: Nowhere to Run,USA,Original,MW05501A,MW,055,01,A
MLB SlugFest 2006,USA,Original,MW05601A,MW,056,01,A
Dreamfall: The Longest Journey,Europe,Original,MX00101E,MX,001,01,E
Tom and Jerry in War of the Whiskers,USA,Original,NK00101A,NK,001,01,A
Delta Force: Black Hawk Down,"USA, Europe",Original,NL00201W,NL,002,01,W
Smashing Drive,USA,Original,NM00102A,NM,001,02,A
Soulcalibur II,USA,"Original, Platinum Hits",NM00301A,NM,003,01,A
Soulcalibur II,Japan,Original,NM00302J,NM,003,02,J
Soulcalibur II,Europe,Original,NM00303E,NM,003,03,E
Soulcalibur II,USA,Demo,NM00350A,NM,003,50,A
Soulcalibur II,Europe,Demo,NM00351E,NM,003,51,E
Dead to Rights,Japan,Original,NM00502J,NM,005,02,J
Dead to Rights,USA,Original,NM00503A,NM,005,03,A
Dead to Rights,USA,Demo,NM00550A,NM,005,50,A
Pac-Man World 2,USA,Platinum Hits,NM00601A,NM,006,01,A
Namco Museum,USA,Original,NM00701A,NM,007,01,A
R:Racing,Europe,Original,NM00801E,NM,008,01,E
R:Racing Evolution,USA,Original,NM00802A,NM,008,02,A
R:Racing Evolution: Life in the Fast Lane,Japan,Original,NM00804J,NM,008,04,J
Breakdown,Europe,Original,NM00901E,NM,009,01,E
Breakdown,Japan,Original,NM00902J,NM,009,02,J
Breakdown,USA,Original,NM00903A,NM,009,03,A
kill.switch,USA,Original,NM01101A,NM,011,01,A
Spawn: Armageddon,USA,Original,NM01201A,NM,012,01,A
Spawn: Armageddon,Europe,Original,NM01202E,NM,012,02,E
I-Ninja,USA,Original,NM01501A,NM,015,01,A
SRS: Street Racing Syndicate,USA,Original,NM01901A,NM,019,01,A
SRS: Street Racing Syndicate,Europe,Original,NM01902E,NM,019,02,E
Dead to Rights II,USA,Original,NM02101A,NM,021,01,A
Dead to Rights II,Europe,Original,NM02102E,NM,021,02,E
Dead to Rights II,USA,Demo,NM02150A,NM,021,50,A
Namco Museum 50th Anniversary,USA,Original,NM02201A,NM,022,01,A
Namco Museum 50th Anniversary,Europe,Original,NM02202E,NM,022,02,E
Pac-Man World 3,USA,Original,NM02301A,NM,023,01,A
Pac-Man World 3,Europe,Original,NM02302E,NM,023,02,E
Curious George,USA,Original,NM02501A,NM,025,01,A
Conspiracy: Weapons of Mass Destruction,Europe,Original,OX00102E,OX,001,02,E
Pilot Down: Behind Enemy Lines,Europe,Original,OX00201E,OX,002,01,E
ProStroke Golf: World Tour 2007,"USA, Europe",Original,OX00401L,OX,004,01,L
Xyanide,USA,Original,PC00101L,PC,001,01,L
Phantom Crash,Europe,Original,PL00104E,PL,001,04,E
Phantom Crash,USA,Original,PL00105A,PL,001,05,A
Kingdom Under Fire: The Crusaders,USA,Original,PL00207K,PL,002,07,K
Kingdom Under Fire: The Crusaders,Europe,Original,PL00401E,PL,004,01,E
Kingdom Under Fire: The Crusaders,Japan,Original,PL00501J,PL,005,01,J
Kingdom Under Fire: Heroes,Europe,Original,PL00601W,PL,006,01,W
David Beckham Soccer,Europe,Original,RA00301E,RA,003,01,E
Crash,Europe,Original,RA00602E,RA,006,02,E
Rocky,Europe,Original,RA00703E,RA,007,03,E
Gun Metal,Europe,Original,RA00801E,RA,008,01,E
Yourself!Fitness,USA,Original,RD00102A,RD,001,02,A
Guilty Gear XX #Reload: The Midnight Carnival,Japan,Original,SA00202J,SA,002,02,J
Guilty Gear X2 #Reload: The Midnight Carnival,USA,Original,SA00203A,SA,002,03,A
Iron Phoenix,USA,Original,SA00301W,SA,003,01,W
Guilty Gear X2 #Reload: The Midnight Carnival,Europe,Original,SA00601E,SA,006,01,E
Conflict: Desert Storm,Europe,Original,SC00102E,SC,001,02,E
The Great Escape,Europe,Original,SC00301E,SC,003,01,E
The Great Escape,USA,Original,SC00303A,SC,003,03,A
The Great Escape,Asia,Original,SC00304J,SC,003,04,A
Richard Burns Rally,Europe,Original,SC00501E,SC,005,01,E
Conflict: Desert Storm II,Europe,Original,SC00601E,SC,006,01,E
Conflict: Desert Storm II: Back to Baghdad,USA,Original,SC00602A,SC,006,02,A
Rolling,Europe,Original,SC00702E,SC,007,02,E
Conflict: Vietnam,Europe,Original,SC01001E,SC,010,01,E
Conflict: Vietnam,USA,Original,SC01002A,SC,010,02,A
Galleon,Europe,Original,SC01101E,SC,011,01,E
Conflict: Global Storm,Europe,Original,SC01203E,SC,012,03,E
Conflict: Global Terror,USA,Original,SC01204A,SC,012,04,A
Rogue Trooper,Europe,Original,SC01401W,SC,014,01,W
Constantine,Europe,Original,SC01501E,SC,015,01,E
Constantine,USA,Original,SC01502K,SC,015,02,K
Constantine,Japan,Original,SC01504J,SC,015,04,J
Total Overdose,Europe,Original,SC01601W,SC,016,01,W
Urban Chaos: Riot Response,"USA, Europe",Original,SC24701W,SC,247,01,W
Commandos: Strike Force,"USA, Europe",Original,SC24901W,SC,249,01,W
Hitman: Blood Money,"USA, Europe",Original,SC25001W,SC,250,01,W
Hitman: Blood Money,Germany,Original,SC25003E,SC,250,03,E
Just Cause,Europe,Original,SC25101W,SC,251,01,W
Lara Croft Tomb Raider: Legend,"USA, Europe",Original,SC25302W,SC,253,02,W
Reservoir Dogs,Europe,Original,SC25501E,SC,255,01,E
Reservoir Dogs,USA,Original,SC25502A,SC,255,02,A
Championship Manager 2006,Europe,Original,SC25601E,SC,256,01,E
NBA 2K2,USA,Original,SE00201A,SE,002,01,A
Sega GT 2002,Japan,Original,SE00302J,SE,003,02,J
Sega GT 2002,USA,Original,SE00304A,SE,003,04,A
Crazy Taxi 3: High Roller,USA,Original,SE00401A,SE,004,01,A
Crazy Taxi 3: High Roller,Japan,"Original, Platinum Collection",SE00402J,SE,004,02,J
NFL 2K2,USA,Original,SE00601A,SE,006,01,A
Panzer Dragoon Orta,USA,Original,SE00701A,SE,007,01,A
Panzer Dragoon Orta,Japan,"Platinum Collection, Genteiban",SE00702J,SE,007,02,J
The House of the Dead III,Japan,Original,SE00802J,SE,008,02,J
The House of the Dead III,USA,Original,SE00803A,SE,008,03,A
The House of the Dead III,Europe,Original,SE00805E,SE,008,05,E
JSRF: Jet Set Radio Future,USA,Original,SE01001A,SE,010,01,A
JSRF: Jet Set Radio Future,Japan,Original,SE01003J,SE,010,03,J
Gun Valkyrie,USA,Original,SE01101A,SE,011,01,A
Gun Valkyrie,Japan,Original,SE01103J,SE,011,03,J
World Series Baseball,USA,Original,SE01401A,SE,014,01,A
ToeJam & Earl III: Mission to Earth,USA,Original,SE01502A,SE,015,02,A
ToeJam & Earl III: Mission to Earth,Europe,"Original, Promo",SE01504E,SE,015,04,E
NCAA College Football 2K3,USA,Original,SE01601A,SE,016,01,A
NFL 2K3,USA,Original,SE01701A,SE,017,01,A
NBA 2K3,USA,Original,SE01901A,SE,019,01,A
Sega Soccer Slam,USA,Original,SE02001A,SE,020,01,A
JSRF: Jet Set Radio Future,Japan,Demo,SE02250J,SE,022,50,J
NHL 2K3,USA,Original,SE02301A,SE,023,01,A
NCAA College Basketball 2K3,USA,Original,SE02401A,SE,024,01,A
Crazy Taxi 3: High Roller,Japan,Demo,SE02550J,SE,025,50,J
World Series Baseball 2K3,USA,Original,SE02601A,SE,026,01,A
Panzer Dragoon Orta,USA,Demo,SE02801A,SE,028,01,A
Rent a Hero No. 1,Japan,Original,SE02902J,SE,029,02,J
NBA 2K3,Europe,Original,SE03002E,SE,030,02,E
NFL 2K3,Europe,Original,SE03102E,SE,031,02,E
NHL 2K3,Europe,Original,SE03201E,SE,032,01,E
Sega GT Online,Europe,Original,SE03305E,SE,033,05,E
Sega GT Online,Japan,Original,SE03306J,SE,033,06,J
Sega GT Online,USA,Original,SE03308A,SE,033,08,A
ESPN NFL Football,USA,Original,SE03401A,SE,034,01,A
ESPN NBA Basketball,USA,Original,SE03502A,SE,035,02,A
ESPN College Hoops,USA,Original,SE03601A,SE,036,01,A
Headhunter: Redemption,Europe,Original,SE03701L,SE,037,01,L
ESPN NHL Hockey,USA,Original,SE03801A,SE,038,01,A
Puyo Puyo Fever,Japan,Original,SE03901J,SE,039,01,J
Puyo Pop Fever,Europe,Original,SE03902E,SE,039,02,E
ESPN Major League Baseball,USA,Original,SE04001A,SE,040,01,A
Spikeout: Battle Street,Japan,Original,SE04101J,SE,041,01,J
Spikeout: Battle Street,USA,Original,SE04102A,SE,041,02,A
Spikeout: Battle Street,Europe,Original,SE04103E,SE,041,03,E
Worms 3D,Europe,"Original, Classics",SE04202E,SE,042,02,E
Worms 3D,USA,Original,SE04205A,SE,042,05,A
Sonic Heroes,USA,Platinum Family Hits,SE04301A,SE,043,01,A
Sonic Heroes,Japan,Original,SE04303J,SE,043,03,J
Sonic Heroes,Europe,"Original, Classics",SE04304E,SE,043,04,E
ESPN NFL Football,Europe,Original,SE04401E,SE,044,01,E
ESPN NHL Hockey,Europe,Original,SE04501E,SE,045,01,E
ESPN NBA Basketball,Europe,Original,SE04601E,SE,046,01,E
ESPN NFL 2K5,USA,Original,SE04801A,SE,048,01,A
ESPN NFL 2K5,Europe,Original,SE04802E,SE,048,02,E
ESPN NBA 2K5,USA,Original,SE04902A,SE,049,02,A
ESPN NHL 2K5,USA,Original,SE05001A,SE,050,01,A
ESPN NHL 2K5,Europe,Original,SE05002E,SE,050,02,E
ESPN College Hoops 2K5,USA,Original,SE05102A,SE,051,02,A
Worms Forts: Under Siege,Europe,Original,SE05301E,SE,053,01,E
Worms Forts: Under Siege,USA,Original,SE05303A,SE,053,03,A
OutRun 2,Europe,Original,SE05401E,SE,054,01,E
OutRun 2,USA,Original,SE05402A,SE,054,02,A
OutRun 2,Japan,Shokai Genteiban,SE05405J,SE,054,05,J
Major League Baseball 2K5,USA,Original,SE05501A,SE,055,01,A
Super Monkey Ball Deluxe,USA,Original,SE05601A,SE,056,01,A
Super Monkey Ball Deluxe,Europe,Original,SE05602E,SE,056,02,E
Super Monkey Ball Deluxe,Japan,Original,SE05603J,SE,056,03,J
Sonic Mega Collection Plus,World,"Original, Classics",SE06002W,SE,060,02,W
ESPN NBA 2K5,Europe,Original,SE12801E,SE,128,01,E
World Snooker Championship 2005,Europe,Original,SE12901E,SE,129,01,E
Spartan: Total Warrior,Europe,Original,SE13203E,SE,132,03,E
Shadow The Hedgehog,Europe,Original,SE13406E,SE,134,06,E
Shadow The Hedgehog,Japan,Original,SE13407J,SE,134,07,J
Shadow The Hedgehog,USA,Original,SE13409A,SE,134,09,A
Sonic Riders,USA,Original,SE13509A,SE,135,09,A
Sonic Riders,Japan,Original,SE13510J,SE,135,10,J
Sonic Riders,Europe,Original,SE13511W,SE,135,11,W
OutRun 2006: Coast 2 Coast,"USA, Europe",Original,SE13601W,SE,136,01,W
Spartan: Total Warrior,USA,Demo,SE13850W,SE,138,50,W
Spartan: Total Warrior,USA,Original,SE13901K,SE,139,01,K
SNK vs. Capcom: SVC Chaos,USA,Original,SN00102K,SN,001,02,K
SNK vs. Capcom: SVC Chaos,Europe,Original,SN00103E,SN,001,03,E
Metal Slug 3,"USA, Japan",Original,SN00201K,SN,002,01,K
The King of Fighters 2003,"USA, Japan","Original, The King of Fighters 02/03",SN00301K,SN,003,01,K
Samurai Shodown V,USA,Original,SN00403W,SN,004,03,W
Metal Slug 4,"USA, Europe","Original, Metal Slug 4 & Metal Slug 5",SN00501L,SN,005,01,L
Metal Slug 4,Japan,Shokaiban,SN00502J,SN,005,02,J
The King of Fighters 2002,"USA, Europe","Original, The King of Fighters 02/03",SN00601L,SN,006,01,L
The King of Fighters 2002,Japan,Shokaiban,SN00603J,SN,006,03,J
KOF: Maximum Impact: Maniax,USA,Original,SN00704A,SN,007,04,A
KOF: Maximum Impact: Maniax,Japan,Original,SN00705J,SN,007,05,J
Metal Slug 5,USA,Metal Slug 4 & Metal Slug 5,SN00802W,SN,008,02,W
The King of Fighters: Neowave,USA,Original,SN01003W,SN,010,03,W
Combat Elite: WWII Paratroopers,USA,Original,SP00101A,SP,001,01,A
Outlaw Volleyball,Korea,Original,SS00302J,SS,003,02,J
Outlaw Volleyball,USA,Original,SS00304A,SS,003,04,A
Outlaw Volleyball,Japan,World Collection,SS00305J,SS,003,05,J
Outlaw Volleyball: Red Hot,USA,Original,SS00350A,SS,003,50,A
Outlaw Golf: Holiday Golf,USA,Original,SS00550A,SS,005,50,A
Outlaw Golf: 9 More Holes of X-Mas,USA,Original,SS00605A,SS,006,05,A
Outlaw Volleyball,Europe,Original,SS00701E,SS,007,01,E
Zillernet,Korea,Original,ST00101J,ST,001,01,J
Bistro Cupid,Japan,Doki Doki Recipe Box,SU00101J,SU,001,01,J
Nakajima Tetsuya no Othello Seminar,Japan,Original,SU00201J,SU,002,01,J
Umezawa Yukari no Igo Seminar,Japan,Original,SU00301J,SU,003,01,J
Yonenaga Kunio no Shougi Seminar,Japan,Original,SU00401J,SU,004,01,J
Takahashi Junko no Mahjong Seminar,Japan,Original,SU00501J,SU,005,01,J
Tetris Worlds,Japan,Original,SU00601J,SU,006,01,J
Angelic Concert,Japan,Original,SU00701J,SU,007,01,J
Bistro Cupid 2,Japan,Tokubetsu-ban,SU00801J,SU,008,01,J
Psyvariar 2: Extend Edition,Japan,Original,SU00901J,SU,009,01,J
Enclave,Europe,Original,SW00101E,SW,001,01,E
Enclave,Germany,Original,SW00102E,SW,001,02,E
Kikou Heidan J-Phoenix +,Japan,Shokai Gentei Okawara Kunio Ver.,TA00101J,TA,001,01,J
Dead or Alive 3,USA,Platinum Hits,TC00101A,TC,001,01,A
Dead or Alive 3,Japan,Original,TC00102J,TC,001,02,J
Dead or Alive 3,Korea,Original,TC00106J,TC,001,06,J
Ninja Gaiden,"USA, Japan",Original,TC00304K,TC,003,04,K
Ninja Gaiden,Europe,Original,TC00305E,TC,003,05,E
Fatal Frame: Zero Special Edition,Japan,Original,TC00402J,TC,004,02,J
Fatal Frame,USA,Original,TC00404A,TC,004,04,A
Ninja Gaiden Video + Dead or Alive X-Treme Beach Volleyball Video + DOA 3 Bonus Materials,USA,,TC00550A,TC,005,50,A
Dead or Alive 1 Ultimate,"USA, Japan","Dead or Alive Ultimate, Dead or Alive Ultimate: Platinum Collection",TC00605K,TC,006,05,K
Dead or Alive 2 Ultimate,"USA, Japan","Dead or Alive Ultimate, Dead or Alive Ultimate: Platinum Collection",TC00606K,TC,006,06,K
Dead or Alive 1 Ultimate,Europe,Dead or Alive Ultimate,TC00609E,TC,006,09,E
Dead or Alive 2 Ultimate,Europe,Dead or Alive Ultimate,TC00610E,TC,006,10,E
Dead or Alive Xtreme Beach Volleyball,USA,Original,TC00706A,TC,007,06,A
Dead or Alive Xtreme Beach Volleyball,Japan,Original,TC00707J,TC,007,07,J
Dead or Alive Xtreme Beach Volleyball,Asia,Original,TC00708J,TC,007,08,J
